NUM;SAC;SIC;TIME;TIME(s);LAT;LON;H;TYP_020;SIM_020;RDP_020;SPI_020;RAB_020;TST_020;ERR_020;XPP_020;ME_020;MI_020;FOE_FRI_020;RHO;THETA;V_070;G_070;MODE 3/A;V_090;G_090;FL;MODE C Corrected Altitude;SRL_130;SSR_130;SAM_130;PRL_130;PAM_130;RPD_130;APD_130;TA;TI;MCP_ALT;FMS_ALT;BP;VNAV;ALT_HOLD;APP;TARGET_ALT_SOURCE;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;X;Y;GS_KT;HEADING;CNF_170;RAD_170;DOU_170;MAH_170;CDM_170;TRE_170;GHO_170;SUP_170;TCC_170;HEIGHT;COM_230;STAT_230;SI_230;MSCC_230;ARC_230;AIC_230;B1A_230;B1B_230
3478;20;129;08:05:03.000;29103;41.48163910059618;2.402862045742587;2133.5102682420984;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;17.42578125;51.2841796875;Code Validated;Default;2145;Code Validated;Default;70.0;;0.87890625 dg;3;-48 dBm;0.17578125 dg;56 dBm;0.09375 NM;0.1318359375 dg;484163;KLM97C;7008;0;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;61.34765625;210;0.36;-192.0;0.0;1720;N/A;N/A;228.7353515625;66.0113525390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3479;20;129;08:05:03.000;29103;41.48841225465168;2.420036989266944;1529.6893551833928;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;18.265625;51.800537109375;Code Validated;Default;2011;Code Validated;Default;48.75;5019.0;1.318359375 dg;4;-49 dBm;0.7470703125 dg;48 dBm;0.078125 NM;0.087890625 dg;4CA216;EIN56P;5008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;64.16015625;212;0.34800000000000003;-96.0;0.0;3164;N/A;N/A;230.0537109375;65.885009765625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3480;20;129;08:05:03.000;29103;41.491736922215;2.4486134516625007;1194.383971030824;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.40625;53.67919921875;Code Validated;Default;0250;Code Validated;Default;37.75;3919.0;1.6259765625 dg;5;-52 dBm;1.1865234375 dg;54 dBm;0.05859375 NM;0.2197265625 dg;346088;VLG7QD;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;24.609375;99.66796875;224.0;2.09375;222;102.83203125;210;0.34;-288.0;-288.0;1368;N/A;N/A;223.9013671875;99.503173828125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3482;20;129;08:05:03.000;29103;41.36381769033248;2.4257266853262993;10972.65623873379;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.23828125;75.38818359375;Code Validated;Default;5302;Code Validated;Default;360.0;;1.5380859375 dg;5;-49 dBm;N/A;N/A;N/A;N/A;345543;ANE46RR;36000;0;1013.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;67.5;253;0.768;-32.0;0.0;3830;N/A;N/A;434.3994140625;76.827392578125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3523;20;129;08:05:06.000;29106;41.52258141820842;2.190518699832361;746.8063401896507;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.8984375;16.67724609375;Code Validated;Default;7061;Code Validated;Default;24.5;;1.4501953125 dg;5;-47 dBm;N/A;N/A;N/A;N/A;346306;EAX1FS;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2561;N/A;N/A;81.298828125;47.4884033203125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
3524;20;129;08:05:06.000;29106;41.621847052573415;2.322899616935043;731.5708437049761;Single SSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;21.6875;27.279052734375;Code Validated;Default;7376;Code Validated;Default;24.0;;2.109375 dg;5;-63 dBm;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1194;N/A;N/A;98.876953125;236.337890625;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3526;20;129;08:05:06.000;29106;41.54706650513195;2.2517540722601246;2430.8190225437284;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.30078125;24.5269775390625;Code Validated;Default;2717;Code Validated;Default;79.75;;1.40625 dg;5;-46 dBm;1.1865234375 dg;53 dBm;0.1484375 NM;0.10986328125 dg;344696;VLG4LY;5008;0;1018.0;Not Active;Not Active;Not Active;Unknown;0.17578125;167.51953125;264.0;0.0;244;166.46484375;216;0.38;-1408.0;-1472.0;24;N/A;N/A;264.111328125;167.54150390625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3527;20;129;08:05:06.000;29106;41.59530121414633;2.32858654291737;9806.968385992572;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;21.09765625;29.9761962890625;Code Validated;Default;2016;Code Validated;Default;321.75;;1.0546875 dg;4;-52 dBm;1.1865234375 dg;49 dBm;0.12890625 NM;0.17578125 dg;4076B1;TOM7FJ;31008;10000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.2890625;267;0.744;-2272.0;-2240.0;2499;N/A;N/A;505.1513671875;165.4376220703125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3531;20;129;08:05:07.000;29107;41.48338227190318;2.408001934258273;2133.506598073058;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;17.671875;51.4874267578125;Code Validated;Default;2145;Code Validated;Default;70.0;;1.3623046875 dg;3;-48 dBm;0.17578125 dg;59 dBm;0.09765625 NM;0.1318359375 dg;484163;KLM97C;7008;0;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;61.34765625;209;0.36;-128.0;0.0;1720;N/A;N/A;227.4169921875;66.1376953125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3532;20;129;08:05:07.000;29107;41.49010025257999;2.4252113089993848;1529.6854073889554;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;18.51171875;51.998291015625;Code Validated;Default;2011;Code Validated;Default;48.75;5019.0;1.3623046875 dg;4;-48 dBm;0.7470703125 dg;54 dBm;0.08203125 NM;0.19775390625 dg;4CA216;EIN56P;5008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;64.16015625;211;0.34800000000000003;-32.0;0.0;3164;N/A;N/A;230.0537109375;65.885009765625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3533;20;129;08:05:07.000;29107;41.4907757211786;2.4539179502354154;1194.3783034859225;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.56640625;54.228515625;Code Validated;Default;0250;Code Validated;Default;37.75;3919.0;1.58203125 dg;5;-50 dBm;1.1865234375 dg;58 dBm;0.078125 NM;0.15380859375 dg;346088;VLG7QD;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;111.4453125;209;0.34;-256.0;-256.0;1368;N/A;N/A;224.12109375;108.1878662109375;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3535;20;129;08:05:07.000;29107;41.36559391891364;2.436110955445223;10972.646832052618;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.6875;75.4376220703125;Code Validated;Default;5302;Code Validated;Default;360.0;;1.5380859375 dg;5;-49 dBm;0.87890625 dg;43 dBm;0.08984375 NM;0.1318359375 dg;345543;ANE46RR;36000;0;1013.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;67.67578125;254;0.768;64.0;64.0;3830;N/A;N/A;434.3994140625;76.827392578125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3575;20;129;08:05:10.000;29110;41.5237777191787;2.191835742201208;754.4266258860007;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;13.984375;16.8255615234375;Code Validated;Default;7061;Code Validated;Default;24.75;;1.0546875 dg;4;-50 dBm;N/A;N/A;N/A;N/A;346306;EAX1FS;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2561;N/A;N/A;83.056640625;35.2166748046875;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
3577;20;129;08:05:10.000;29110;41.62078211373617;2.3209197437940285;731.5712849823758;Single SSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;21.58984375;27.147216796875;Code Validated;Default;7376;Code Validated;Default;24.0;;1.7578125 dg;4;-65 dBm;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1194;N/A;N/A;98.6572265625;236.0357666015625;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3578;20;129;08:05:10.000;29110;41.542352230493535;2.253151641290765;2400.3357623731717;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;16.0703125;25.1531982421875;Code Validated;Default;2717;Code Validated;Default;78.75;;1.4501953125 dg;5;-46 dBm;0.7470703125 dg;54 dBm;0.13671875 NM;0.087890625 dg;344696;VLG4LY;5008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.81640625;216;0.376;-1632.0;-1536.0;24;N/A;N/A;263.232421875;167.4920654296875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3579;20;129;08:05:10.000;29110;41.586246680337936;2.3316388981283374;9761.240348055027;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.70703125;31.0968017578125;Code Validated;Default;2016;Code Validated;Default;320.25;;1.40625 dg;5;-53 dBm;0.7470703125 dg;42 dBm;0.13671875 NM;0.17578125 dg;4076B1;TOM7FJ;31008;10000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.2890625;267;0.74;-2240.0;-2144.0;2499;N/A;N/A;504.931640625;165.5474853515625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3583;20;129;08:05:11.000;29111;41.48509988303992;2.4131620347036247;2133.502831584774;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;17.91796875;51.690673828125;Code Validated;Default;2145;Code Validated;Default;70.0;;0.87890625 dg;3;-48 dBm;1.142578125 dg;60 dBm;0.09765625 NM;0.0439453125 dg;484163;KLM97C;7008;0;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;61.171875;209;0.36;128.0;0.0;1720;N/A;N/A;227.63671875;65.906982421875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3584;20;129;08:05:11.000;29111;41.49185054358533;2.430425114413427;1529.6813818011433;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;18.76171875;52.18505859375;Code Validated;Default;2011;Code Validated;Default;48.75;5019.0;0.87890625 dg;3;-49 dBm;1.1865234375 dg;54 dBm;0.078125 NM;0.10986328125 dg;4CA216;EIN56P;2608;0;1018.0;Not Active;Not Active;Not Active;Unknown;1.23046875;66.26953125;230.0;0.0625;226;64.3359375;211;0.34800000000000003;-64.0;0.0;3164;N/A;N/A;230.4931640625;66.2091064453125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3585;20;129;08:05:11.000;29111;41.48877529785491;2.459191749280072;1186.7521307533607;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.69140625;54.9151611328125;Code Validated;Default;0250;Code Validated;Default;37.5;3894.0;1.1865234375 dg;4;-49 dBm;1.142578125 dg;57 dBm;0.078125 NM;-0.02197265625 dg;346088;VLG7QD;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;119.8828125;210;0.34;-256.0;-224.0;1368;N/A;N/A;223.4619140625;116.56494140625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3587;20;129;08:05:11.000;29111;41.36740878166692;2.4465000448467955;10980.25712913461;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;17.140625;75.47607421875;Code Validated;Default;5302;Code Validated;Default;360.25;;1.5380859375 dg;5;-48 dBm;1.2744140625 dg;45 dBm;0.07421875 NM;-0.02197265625 dg;345543;ANE46RR;36000;0;1013.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;67.8515625;254;0.768;96.0;96.0;3830;N/A;N/A;434.1796875;76.9537353515625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3627;20;129;08:05:14.000;29114;41.52512666194098;2.192787181687078;754.4270833590999;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.07421875;16.89697265625;Code Validated;Default;7061;Code Validated;Default;24.75;;1.40625 dg;4;-49 dBm;N/A;N/A;N/A;N/A;346306;EAX1FS;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2561;N/A;N/A;83.2763671875;34.21142578125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
3629;20;129;08:05:14.000;29114;41.619738597241096;2.3190687450392296;731.571654628031;Single SSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;21.49609375;27.0263671875;Code Validated;Default;7376;Code Validated;Default;24.0;;1.40625 dg;4;-66 dBm;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1194;N/A;N/A;98.4375;235.6072998046875;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3630;20;129;08:05:14.000;29114;41.537622761605064;2.2544904902976026;2369.8525641215965;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;15.83984375;25.7904052734375;Code Validated;Default;2717;Code Validated;Default;77.75;;1.0986328125 dg;4;-45 dBm;1.142578125 dg;55 dBm;0.125 NM;0.087890625 dg;344696;VLG4LY;5008;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;167.16796875;216;0.376;-1600.0;-1600.0;24;N/A;N/A;262.1337890625;167.442626953125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3631;20;129;08:05:14.000;29114;41.577199944151104;2.334787722433002;9723.132410176098;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;20.328125;32.2723388671875;Code Validated;Default;2016;Code Validated;Default;319.0;;1.40625 dg;5;-51 dBm;1.142578125 dg;47 dBm;0.140625 NM;0.10986328125 dg;4076B1;TOM7FJ;31008;10000;1013.2;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;166.2890625;268;0.74;-2176.0;-1984.0;2499;N/A;N/A;503.8330078125;165.52001953125;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3635;20;129;08:05:15.000;29115;41.4867461176391;2.4183895132684565;2133.498905465938;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;18.1640625;51.9049072265625;Code Validated;Default;2145;Code Validated;Default;70.0;;1.318359375 dg;4;-48 dBm;1.142578125 dg;56 dBm;0.10546875 NM;-0.087890625 dg;484163;KLM97C;7008;0;1013.2;Not Active;Not Active;Not Active;Unknown;-0.3515625;65.7421875;228.0;-0.03125;234;61.171875;210;0.36;32.0;0.0;1720;N/A;N/A;226.7578125;65.8026123046875;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3636;20;129;08:05:15.000;29115;41.4935769567617;2.435657661806344;1529.6772581655532;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.01171875;52.371826171875;Code Validated;Default;2011;Code Validated;Default;48.75;5019.0;1.318359375 dg;4;-49 dBm;1.1865234375 dg;54 dBm;0.0703125 NM;0.0 dg;4CA216;EIN56P;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;64.86328125;211;0.34800000000000003;32.0;0.0;3164;N/A;N/A;230.9326171875;66.5386962890625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3637;20;129;08:05:15.000;29115;41.48629751866859;2.4638745436389966;1186.746285890229;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;19.78125;55.6182861328125;Code Validated;Default;0250;Code Validated;Default;37.5;3894.0;1.9775390625 dg;4;-49 dBm;1.1865234375 dg;54 dBm;0.07421875 NM;0.1318359375 dg;346088;VLG7QD;2304;0;1018.0;Not Active;Not Active;Not Active;Unknown;N/A;N/A;N/A;N/A;N/A;128.49609375;210;0.34;-192.0;-160.0;1368;N/A;N/A;223.681640625;125.17822265625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3639;20;129;08:05:15.000;29115;41.36921158010748;2.4568896973897667;10980.24712608289;ModeS Roll-Call + PSR;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;17.59375;75.5145263671875;Code Validated;Default;5302;Code Validated;Default;360.25;;1.1865234375 dg;4;-47 dBm;1.2744140625 dg;44 dBm;0.0625 NM;0.06591796875 dg;345543;ANE46RR;36000;0;1013.0;Not Active;Not Active;Not Active;Unknown;0.17578125;76.9921875;434.0;0.0;438;67.67578125;254;0.768;64.0;32.0;3830;N/A;N/A;434.1796875;76.9537353515625;Confirmed Track;Combined Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 1;BDS 1,0 bits 37/40 = 0101
3680;20;129;08:05:18.000;29118;41.52651185872018;2.1938846771172185;746.8075235411525;Single ModeS Roll-Call;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;14.16796875;16.9903564453125;Code Validated;Default;7061;Code Validated;Default;24.5;;1.7578125 dg;6;-50 dBm;N/A;N/A;N/A;N/A;346306;EAX1FS;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2561;N/A;N/A;86.572265625;27.4493408203125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;Comm. A and Comm. B capability;No alert, no SPI, aircraft airborne;SI-Code Capable;Yes;25 ft resolution;Yes;BDS 1,0 bit 16 = 0;BDS 1,0 bits 37/40 = 0000
3682;20;129;08:05:18.000;29118;41.61867924625958;2.317063390013183;731.5720991874114;Single SSR detection;Actual target report;RDP Chain 1;Absence of SPI;Report from aircraft transponder;None;None;None;None;None;None;21.3984375;26.8890380859375;Code Validated;Default;7376;Code Validated;Default;24.0;;1.3623046875 dg;4;-65 dBm;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1194;N/A;N/A;98.4375;235.469970703125;Confirmed Track;SSR/Mode S Track;Normal confidence;No horizontal maneuver sensed;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
